"name","slug","source_corpus","provenance","cleaned_for_parse","base_trick","modifier_stack","decomposition","provisional_add","job_status","parser_confidence","doctrine_confidence","structurally_readable","mechanically_derivable","doctrine_stable","observationally_extrapolated","culturally_canonical","unresolved_tokens","missing_modifier_weights","failure_class","source_adds"
"Spinning Ducking Drifter (Morpheus)","spinning-ducking-drifter-morpheus","stanford","stanford","spinning ducking drifter","drifter","spinning|ducking","spinning(+1) + ducking(+1) + drifter(3) = 5","5","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Spinning Ducking PS Mirage (Anoxia)","spinning-ducking-ps-mirage-anoxia","stanford","stanford","spinning ducking paradox symposium mirage","spinning-ducking-paradox-symposium-mirage","","spinning-ducking-paradox-symposium-mirage(6) [self-atom] = 6","6","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Spinning Ducking PS Whirl (Montage)","spinning-ducking-ps-whirl-montage","stanford","stanford","spinning ducking paradox symposium whirl","spinning-ducking-paradox-symposium-whirl","","spinning-ducking-paradox-symposium-whirl(7) [self-atom] = 7","7","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Spinning Ducking PS Whirling XBD Rake (Montage Rake)","spinning-ducking-ps-whirling-xbd-rake-montage-rake","stanford","stanford","spinning ducking paradox symposium whirling xbd rake","rake","spinning|whirling|ducking|paradox|symposium","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","xbd","","unknown-modifier-token",""
"Spinning Ducking Reverse Whirling Swivel (Black Hole ?)","spinning-ducking-reverse-whirling-swivel-black-hole","stanford","stanford","spinning ducking reverse whirling swivel","","spinning|whirling|ducking","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","swivel","","ambiguous-terminal-mechanic",""
"Spinning Ducking Super Fly (Super Dee Duper Fly)","spinning-ducking-super-fly-super-dee-duper-fly","stanford","stanford","spinning ducking super fly","","spinning|ducking","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","super|fly","","ambiguous-terminal-mechanic",""
"Spinning Ducking Voodoo (Wonderland)","spinning-ducking-voodoo-wonderland","stanford","stanford","spinning ducking voodoo","","spinning|ducking","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","voodoo","","ambiguous-terminal-mechanic",""
"Spinning Flapper","spinning-flapper","stanford","stanford","spinning flapper","","spinning","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","flapper","","ambiguous-terminal-mechanic",""
"Spinning Miraging Symposium Miraging Refraction (Anonymous)","spinning-miraging-symposium-miraging-refraction-anonymous","stanford","stanford","spinning miraging symposium miraging refraction","refraction","spinning|miraging|symposium|miraging","spinning(+1) + miraging(+1) + symposium(+1) + miraging(+1) + refraction(3) = 7","7","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Spinning Miraging Symposium Torque (Big Apple Sauce)","spinning-miraging-symposium-torque-big-apple-sauce","stanford","stanford","spinning miraging symposium torque","torque","spinning|miraging|symposium","spinning(+1) + miraging(+1) + symposium(+1) + torque(4) = 7","7","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Spinning Motion (Motion Sickness)","spinning-motion-motion-sickness","stanford","stanford","spinning motion","","spinning","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","motion","","ambiguous-terminal-mechanic",""
"Spinning PS Whirling Swirl (Swirlwind)","spinning-ps-whirling-swirl-swirlwind","stanford","stanford","spinning paradox symposium whirling swirl","swirl","spinning|whirling|paradox|symposium","spinning(+1) + whirling(+1) + paradox(+1) + symposium(+1) + swirl(3) = 7","7","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Spinning Reverse Guay","spinning-reverse-guay","stanford","stanford","spinning reverse guay","guay","spinning","spinning(+1) + guay(2) = 3","3","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Spinning Reverse Swirl","spinning-reverse-swirl","stanford","stanford","spinning reverse swirl","swirl","spinning","spinning(+1) + swirl(3) = 4","4","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Spinning Reverse Whirl","spinning-reverse-whirl","stanford","stanford","spinning reverse whirl","whirl","spinning","spinning(+1) + whirl(3) = 4","4","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Spinning Super Fly (Super Duper Fly)","spinning-super-fly-super-duper-fly","stanford","stanford","spinning super fly","","spinning","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","super|fly","","ambiguous-terminal-mechanic",""
"Spinning Swivel","spinning-swivel","stanford","stanford","spinning swivel","","spinning","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","swivel","","ambiguous-terminal-mechanic",""
"Spinning Symposium Torque (Super Mario)","spinning-symposium-torque-super-mario","stanford","stanford","spinning symposium torque","torque","spinning|symposium","spinning(+1) + symposium(+1) + torque(4) = 6","6","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Spinning Whirling Swirl","spinning-whirling-swirl","stanford","stanford","spinning whirling swirl","swirl","spinning|whirling","spinning(+1) + whirling(+1) + swirl(3) = 5","5","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Spinning XBD Rake","spinning-xbd-rake","stanford","stanford","spinning xbd rake","rake","spinning","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","xbd","","unknown-modifier-token",""
"Spinning Zulu Butterfly","spinning-zulu-butterfly","stanford","stanford","spinning zulu butterfly","butterfly","spinning","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","zulu","","unknown-modifier-token",""
"Splicing Infinity","splicing-infinity","stanford","stanford","splicing infinity","","","","","deferred:chassis-substitution-required","none","stable","False","False","True","true","false","splicing|infinity","","folk-name-opacity",""
"Splicing Paradox Mirage","splicing-paradox-mirage","stanford","stanford","splicing paradox mirage","mirage","paradox","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","splicing","","unknown-modifier-token",""
"Splicing ss Blender (Liquifier)","splicing-ss-blender-liquifier","stanford","stanford","splicing blender","blender","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","splicing","","unknown-modifier-token",""
"Stepping Baroque","stepping-baroque","stanford","stanford","stepping baroque","","stepping","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","baroque","","ambiguous-terminal-mechanic",""
"Stepping Butterfly (Sidewalk)","stepping-butterfly-sidewalk","stanford","stanford","stepping butterfly","butterfly","stepping","stepping(+1) + butterfly(3) = 4","4","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Stepping Butterfly Reverse Swirl","stepping-butterfly-reverse-swirl","stanford","stanford","stepping butterfly reverse swirl","butterfly|swirl","stepping","stepping(+1) + butterfly(3) = 4","4","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","","","ambiguous-terminal-mechanic",""
"Stepping DDD (Blurrier)","stepping-ddd-blurrier","stanford","stanford","stepping ddd","","stepping","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","ddd","","ambiguous-terminal-mechanic",""
"Stepping Diving Butterfly (Jackknife)","stepping-diving-butterfly-jackknife","stanford","stanford","stepping diving butterfly","butterfly","stepping|diving","stepping(+1) + diving(+1) + butterfly(3) = 5","5","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Stepping Diving DLO (Arachnophobia)","stepping-diving-dlo-arachnophobia","stanford","stanford","stepping diving double leg over","","stepping|diving","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","double|leg|over","","ambiguous-terminal-mechanic",""
"Stepping Diving Mirage","stepping-diving-mirage","stanford","stanford","stepping diving mirage","mirage","stepping|diving","stepping(+1) + diving(+1) + mirage(2) = 4","4","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Stepping Grifter","stepping-grifter","stanford","stanford","stepping grifter","","stepping","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","grifter","","ambiguous-terminal-mechanic",""
"Stepping Guay","stepping-guay","stanford","stanford","stepping guay","guay","stepping","stepping(+1) + guay(2) = 3","3","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Stepping Legover (Schmoe)","stepping-legover-schmoe","stanford","stanford","stepping legover","legover","stepping","stepping(+1) + legover(2) = 3","3","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Stepping Massacre","stepping-massacre","stanford","stanford","stepping massacre","","stepping","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","massacre","","ambiguous-terminal-mechanic",""
"Stepping Reverse Guay","stepping-reverse-guay","stanford","stanford","stepping reverse guay","guay","stepping","stepping(+1) + guay(2) = 3","3","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Stepping Reverse Swirl","stepping-reverse-swirl","stanford","stanford","stepping reverse swirl","swirl","stepping","stepping(+1) + swirl(3) = 4","4","deferred:chassis-substitution-required","high","stable","True","True","True","true","false","","","",""
"Stepping Weaving Butterfly","stepping-weaving-butterfly","stanford","stanford","stepping weaving butterfly","butterfly","stepping|weaving","stepping(+1) + weaving(+1) + butterfly(3) = 5","5","deferred:chassis-substitution-required","high","blocked","True","True","False","true","false","","","",""
"Stepping Weaving Mirage","stepping-weaving-mirage","stanford","stanford","stepping weaving mirage","mirage","stepping|weaving","stepping(+1) + weaving(+1) + mirage(2) = 4","4","deferred:chassis-substitution-required","high","blocked","True","True","False","true","false","","","",""
"Super Fly XBD Rake (Super Fly Swatter)","super-fly-xbd-rake-super-fly-swatter","stanford","stanford","super fly xbd rake","rake","","","","deferred:chassis-substitution-required","low","stable","False","False","True","true","false","super|fly|xbd","","unknown-modifier-token",""
