canonical_slug,source_slug,source_name,source_system,source_subsystem,source_record_id,publication_status,official_add,fm_formula_raw,fm_job_raw,fm_add_claim,fm_technical_name,fm_aliases_raw,fm_source_file,fborg_formula_raw,fborg_job_raw,fborg_add_claim,fborg_description_raw,fborg_source_file,passback_reading_raw,passback_add_claim,passback_uptime,passback_downtime,passback_dex_count,passback_alternate_names,stanford_symbolic,stanford_components,notation_primary,notation_primary_system,operational_notation,operational_notation_convention,add_formula_primary,add_formula_convention,source_add_claim,source_add_system,add_gap,parser_status,promotion_readiness,blocker_notes,curator_notes
69,69,69,stanford_corpus,stanford-2.txt,sf__0907__69,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X+0.-1+X,"[""clipper-set"", ""same-side"", ""out-in-dex"", ""peak"", ""opposite-side"", ""in-out-dex"", ""same-side"", ""clipper-set""]",X+0.-1+X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,alias_of=nuclear-drifter
nuclear-ducking-mirage,nuclear-ducking-mirage,Nuclear Ducking Mirage,stanford_corpus,stanford-2.txt,sf__0908__nuclear-ducking-mirage,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X+0^-1-Z,"[""clipper-set"", ""same-side"", ""out-in-dex"", ""duck"", ""opposite-side"", ""in-out-dex"", ""opposite-side"", ""toe-set""]",X+0^-1-Z,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
sumo-thong,sumo-thong,Sumo Thong,stanford_corpus,stanford-2.txt,sf__0909__sumo-thong,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X+0^-1-Z,"[""clipper-set"", ""same-side"", ""out-in-dex"", ""duck"", ""opposite-side"", ""in-out-dex"", ""opposite-side"", ""toe-set""]",X+0^-1-Z,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,alias_of=nuclear-ducking-mirage
nuclear-whirl,nuclear-whirl,Nuclear Whirl,stanford_corpus,stanford-2.txt,sf__0910__nuclear-whirl,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X+0.-1-X,"[""clipper-set"", ""same-side"", ""out-in-dex"", ""peak"", ""opposite-side"", ""in-out-dex"", ""opposite-side"", ""clipper-set""]",X+0.-1-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
neutron-torque,neutron-torque,Neutron Torque,stanford_corpus,stanford-2.txt,sf__0911__neutron-torque,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z-0.\-1/-X,"[""toe-set"", ""opposite-side"", ""out-in-dex"", ""peak"", ""backward-spin"", ""opposite-side"", ""in-out-dex"", ""forward-spin"", ""opposite-side"", ""clipper-set""]",Z-0.\-1/-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
irish-cream,irish-cream,Irish Cream,stanford_corpus,stanford-2.txt,sf__0912__irish-cream,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z-0.\-1/-X,"[""toe-set"", ""opposite-side"", ""out-in-dex"", ""peak"", ""backward-spin"", ""opposite-side"", ""in-out-dex"", ""forward-spin"", ""opposite-side"", ""clipper-set""]",Z-0.\-1/-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,alias_of=neutron-torque
paradox-miraging-symposium-mirage,paradox-miraging-symposium-mirage,Paradox Miraging Symposium Mirage,stanford_corpus,stanford-2.txt,sf__0913__paradox-miraging-symposium-mirage,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X.+1-!1-Z,"[""clipper-set"", ""peak"", ""same-side"", ""in-out-dex"", ""opposite-side"", ""symposium"", ""in-out-dex"", ""opposite-side"", ""toe-set""]",X.+1-!1-Z,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
voodoo,voodoo,Voodoo,stanford_corpus,stanford-2.txt,sf__0914__voodoo,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X.+1-!1-Z,"[""clipper-set"", ""peak"", ""same-side"", ""in-out-dex"", ""opposite-side"", ""symposium"", ""in-out-dex"", ""opposite-side"", ""toe-set""]",X.+1-!1-Z,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,alias_of=paradox-miraging-symposium-mirage
paradox-symposium-torque,paradox-symposium-torque,Paradox Symposium Torque,stanford_corpus,stanford-2.txt,sf__0915__paradox-symposium-torque,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X.+!1/-X,"[""clipper-set"", ""peak"", ""same-side"", ""symposium"", ""in-out-dex"", ""forward-spin"", ""opposite-side"", ""clipper-set""]",X.+!1/-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
ps-torque,ps-torque,PS Torque,stanford_corpus,stanford-2.txt,sf__0916__ps-torque,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X.+!1/-X,"[""clipper-set"", ""peak"", ""same-side"", ""symposium"", ""in-out-dex"", ""forward-spin"", ""opposite-side"", ""clipper-set""]",X.+!1/-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,alias_of=paradox-symposium-torque
pixie-blacula,pixie-blacula,Pixie Blacula,stanford_corpus,stanford-2.txt,sf__0917__pixie-blacula,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z+1.+!0+0-X,"[""toe-set"", ""same-side"", ""in-out-dex"", ""peak"", ""same-side"", ""symposium"", ""out-in-dex"", ""same-side"", ""out-in-dex"", ""opposite-side"", ""clipper-set""]",Z+1.+!0+0-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
pixie-dolomite,pixie-dolomite,Pixie Dolomite,stanford_corpus,stanford-2.txt,sf__0918__pixie-dolomite,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z+1.-!0+0-X,"[""toe-set"", ""same-side"", ""in-out-dex"", ""peak"", ""opposite-side"", ""symposium"", ""out-in-dex"", ""same-side"", ""out-in-dex"", ""opposite-side"", ""clipper-set""]",Z+1.-!0+0-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
pixie-ducking-butterfly-xbd-rake,pixie-ducking-butterfly-xbd-rake,Pixie Ducking Butterfly XBD Rake,stanford_corpus,stanford-2.txt,sf__0919__pixie-ducking-butterfly-xbd-rake,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z+1^-0-xR,"[""toe-set"", ""same-side"", ""in-out-dex"", ""duck"", ""opposite-side"", ""out-in-dex"", ""opposite-side"", ""unknown:x"", ""rake""]",Z+1^-0-xR,stanford_shorthand,,,,,6,stanford_bucket_header,,needs-review,,,
phoenix-rake,phoenix-rake,Phoenix Rake,stanford_corpus,stanford-2.txt,sf__0920__phoenix-rake,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z+1^-0-xR,"[""toe-set"", ""same-side"", ""in-out-dex"", ""duck"", ""opposite-side"", ""out-in-dex"", ""opposite-side"", ""unknown:x"", ""rake""]",Z+1^-0-xR,stanford_shorthand,,,,,6,stanford_bucket_header,,needs-review,,,alias_of=pixie-ducking-butterfly-xbd-rake
pixie-gyro-torque,pixie-gyro-torque,Pixie Gyro Torque,stanford_corpus,stanford-2.txt,sf__0921__pixie-gyro-torque,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z+1.\-1/-X,"[""toe-set"", ""same-side"", ""in-out-dex"", ""peak"", ""backward-spin"", ""opposite-side"", ""in-out-dex"", ""forward-spin"", ""opposite-side"", ""clipper-set""]",Z+1.\-1/-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
pixie-mobius,pixie-mobius,Pixie Mobius,stanford_corpus,stanford-2.txt,sf__0922__pixie-mobius,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z+1.\-1/-X,"[""toe-set"", ""same-side"", ""in-out-dex"", ""peak"", ""backward-spin"", ""opposite-side"", ""in-out-dex"", ""forward-spin"", ""opposite-side"", ""clipper-set""]",Z+1.\-1/-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,alias_of=pixie-gyro-torque
pixie-massacre,pixie-massacre,Pixie Massacre,stanford_corpus,stanford-2.txt,sf__0923__pixie-massacre,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z+1.-0-!0-Z,"[""toe-set"", ""same-side"", ""in-out-dex"", ""peak"", ""opposite-side"", ""out-in-dex"", ""opposite-side"", ""symposium"", ""out-in-dex"", ""opposite-side"", ""toe-set""]",Z+1.-0-!0-Z,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
pixie-merlin,pixie-merlin,Pixie Merlin,stanford_corpus,stanford-2.txt,sf__0924__pixie-merlin,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z+1.-1-!1-Z,"[""toe-set"", ""same-side"", ""in-out-dex"", ""peak"", ""opposite-side"", ""in-out-dex"", ""opposite-side"", ""symposium"", ""in-out-dex"", ""opposite-side"", ""toe-set""]",Z+1.-1-!1-Z,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
pixie-miraging-flail,pixie-miraging-flail,Pixie Miraging Flail,stanford_corpus,stanford-2.txt,sf__0925__pixie-miraging-flail,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z+1.-1-!0-Z,"[""toe-set"", ""same-side"", ""in-out-dex"", ""peak"", ""opposite-side"", ""in-out-dex"", ""opposite-side"", ""symposium"", ""out-in-dex"", ""opposite-side"", ""toe-set""]",Z+1.-1-!0-Z,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
pixie-spinning-whirl,pixie-spinning-whirl,Pixie Spinning Whirl,stanford_corpus,stanford-2.txt,sf__0926__pixie-spinning-whirl,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z+1.\+1-X,"[""toe-set"", ""same-side"", ""in-out-dex"", ""peak"", ""backward-spin"", ""same-side"", ""in-out-dex"", ""opposite-side"", ""clipper-set""]",Z+1.\+1-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
slapstick,slapstick,Slapstick,stanford_corpus,stanford-2.txt,sf__0927__slapstick,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z+1.\+1-X,"[""toe-set"", ""same-side"", ""in-out-dex"", ""peak"", ""backward-spin"", ""same-side"", ""in-out-dex"", ""opposite-side"", ""clipper-set""]",Z+1.\+1-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,alias_of=pixie-spinning-whirl
pixie-ss-symposium-reverse-whirling-xbd-rake,pixie-ss-symposium-reverse-whirling-xbd-rake,Pixie ss Symposium Reverse Whirling XBD Rake,stanford_corpus,stanford-2.txt,sf__0928__pixie-ss-symposium-reverse-whirling-xbd-rake,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z+1.+!0-xR *,"[""toe-set"", ""same-side"", ""in-out-dex"", ""peak"", ""same-side"", ""symposium"", ""out-in-dex"", ""opposite-side"", ""unknown:x"", ""rake"", ""any-set""]",Z+1.+!0-xR *,stanford_shorthand,,,,,6,stanford_bucket_header,,needs-review,,,
pixie-wonton-butterfly,pixie-wonton-butterfly,Pixie Wonton Butterfly,stanford_corpus,stanford-2.txt,sf__0929__pixie-wonton-butterfly,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z+1-!1.-0-X,"[""toe-set"", ""same-side"", ""in-out-dex"", ""opposite-side"", ""symposium"", ""in-out-dex"", ""peak"", ""opposite-side"", ""out-in-dex"", ""opposite-side"", ""clipper-set""]",Z+1-!1.-0-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
wookie,wookie,Wookie,stanford_corpus,stanford-2.txt,sf__0930__wookie,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z+1-!1.-0-X,"[""toe-set"", ""same-side"", ""in-out-dex"", ""opposite-side"", ""symposium"", ""in-out-dex"", ""peak"", ""opposite-side"", ""out-in-dex"", ""opposite-side"", ""clipper-set""]",Z+1-!1.-0-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,alias_of=pixie-wonton-butterfly
pogo-da-da-curve,pogo-da-da-curve,Pogo Da Da Curve,stanford_corpus,stanford-2.txt,sf__0931__pogo-da-da-curve,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X-!1.-1-!0-X,"[""clipper-set"", ""opposite-side"", ""symposium"", ""in-out-dex"", ""peak"", ""opposite-side"", ""in-out-dex"", ""opposite-side"", ""symposium"", ""out-in-dex"", ""opposite-side"", ""clipper-set""]",X-!1.-1-!0-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
pogo-blender,pogo-blender,Pogo Blender,stanford_corpus,stanford-2.txt,sf__0932__pogo-blender,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X-!1.-1\-X,"[""clipper-set"", ""opposite-side"", ""symposium"", ""in-out-dex"", ""peak"", ""opposite-side"", ""in-out-dex"", ""backward-spin"", ""opposite-side"", ""clipper-set""]",X-!1.-1\-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
pogo-motion,pogo-motion,Pogo Motion,stanford_corpus,stanford-2.txt,sf__0933__pogo-motion,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X-!1.-0+0\+X,"[""clipper-set"", ""opposite-side"", ""symposium"", ""in-out-dex"", ""peak"", ""opposite-side"", ""out-in-dex"", ""same-side"", ""out-in-dex"", ""backward-spin"", ""same-side"", ""clipper-set""]",X-!1.-0+0\+X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
pogo-torque,pogo-torque,Pogo Torque,stanford_corpus,stanford-2.txt,sf__0934__pogo-torque,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X-!1.-1/-X,"[""clipper-set"", ""opposite-side"", ""symposium"", ""in-out-dex"", ""peak"", ""opposite-side"", ""in-out-dex"", ""forward-spin"", ""opposite-side"", ""clipper-set""]",X-!1.-1/-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
quantum-blender,quantum-blender,Quantum Blender,stanford_corpus,stanford-2.txt,sf__0935__quantum-blender,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z-1.-1\+X,"[""toe-set"", ""opposite-side"", ""in-out-dex"", ""peak"", ""opposite-side"", ""in-out-dex"", ""backward-spin"", ""same-side"", ""clipper-set""]",Z-1.-1\+X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
tofu,tofu,Tofu,stanford_corpus,stanford-2.txt,sf__0936__tofu,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z-1.-1\+X,"[""toe-set"", ""opposite-side"", ""in-out-dex"", ""peak"", ""opposite-side"", ""in-out-dex"", ""backward-spin"", ""same-side"", ""clipper-set""]",Z-1.-1\+X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,alias_of=quantum-blender
quantum-symposium-whirl,quantum-symposium-whirl,Quantum Symposium Whirl,stanford_corpus,stanford-2.txt,sf__0937__quantum-symposium-whirl,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z-1.-!1-X,"[""toe-set"", ""opposite-side"", ""in-out-dex"", ""peak"", ""opposite-side"", ""symposium"", ""in-out-dex"", ""opposite-side"", ""clipper-set""]",Z-1.-!1-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
quantum-torque,quantum-torque,Quantum Torque,stanford_corpus,stanford-2.txt,sf__0938__quantum-torque,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z-1.-1/-X,"[""toe-set"", ""opposite-side"", ""in-out-dex"", ""peak"", ""opposite-side"", ""in-out-dex"", ""forward-spin"", ""opposite-side"", ""clipper-set""]",Z-1.-1/-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
quark,quark,Quark,stanford_corpus,stanford-2.txt,sf__0939__quark,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z-1.-1/-X,"[""toe-set"", ""opposite-side"", ""in-out-dex"", ""peak"", ""opposite-side"", ""in-out-dex"", ""forward-spin"", ""opposite-side"", ""clipper-set""]",Z-1.-1/-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,alias_of=quantum-torque
quasi-whirl,quasi-whirl,Quasi Whirl,stanford_corpus,stanford-2.txt,sf__0940__quasi-whirl,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X+1.-1-X,"[""clipper-set"", ""same-side"", ""in-out-dex"", ""peak"", ""opposite-side"", ""in-out-dex"", ""opposite-side"", ""clipper-set""]",X+1.-1-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
sailing-dlo,sailing-dlo,Sailing DLO,stanford_corpus,stanford-2.txt,sf__0941__sailing-dlo,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z+1-0.-1-0+Z,"[""toe-set"", ""same-side"", ""in-out-dex"", ""opposite-side"", ""out-in-dex"", ""peak"", ""opposite-side"", ""in-out-dex"", ""opposite-side"", ""out-in-dex"", ""same-side"", ""toe-set""]",Z+1-0.-1-0+Z,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
sailing-dod,sailing-dod,Sailing DOD,stanford_corpus,stanford-2.txt,sf__0942__sailing-dod,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z+1-0.-0+0-X,"[""toe-set"", ""same-side"", ""in-out-dex"", ""opposite-side"", ""out-in-dex"", ""peak"", ""opposite-side"", ""out-in-dex"", ""same-side"", ""out-in-dex"", ""opposite-side"", ""clipper-set""]",Z+1-0.-0+0-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
sailing-eggbeater,sailing-eggbeater,Sailing Eggbeater,stanford_corpus,stanford-2.txt,sf__0943__sailing-eggbeater,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z+1-0.-0-0+Z,"[""toe-set"", ""same-side"", ""in-out-dex"", ""opposite-side"", ""out-in-dex"", ""peak"", ""opposite-side"", ""out-in-dex"", ""opposite-side"", ""out-in-dex"", ""same-side"", ""toe-set""]",Z+1-0.-0-0+Z,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
sailing-symposium-mirage,sailing-symposium-mirage,Sailing Symposium Mirage,stanford_corpus,stanford-2.txt,sf__0944__sailing-symposium-mirage,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z+1-0.-!1-Z,"[""toe-set"", ""same-side"", ""in-out-dex"", ""opposite-side"", ""out-in-dex"", ""peak"", ""opposite-side"", ""symposium"", ""in-out-dex"", ""opposite-side"", ""toe-set""]",Z+1-0.-!1-Z,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
sailing-whirl,sailing-whirl,Sailing Whirl,stanford_corpus,stanford-2.txt,sf__0945__sailing-whirl,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z+1-0.-1-X,"[""toe-set"", ""same-side"", ""in-out-dex"", ""opposite-side"", ""out-in-dex"", ""peak"", ""opposite-side"", ""in-out-dex"", ""opposite-side"", ""clipper-set""]",Z+1-0.-1-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
juno-reactor,juno-reactor,Juno Reactor,stanford_corpus,stanford-2.txt,sf__0946__juno-reactor,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z+1-0.-1-X,"[""toe-set"", ""same-side"", ""in-out-dex"", ""opposite-side"", ""out-in-dex"", ""peak"", ""opposite-side"", ""in-out-dex"", ""opposite-side"", ""clipper-set""]",Z+1-0.-1-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,alias_of=sailing-whirl
shooting-butterfly,shooting-butterfly,Shooting Butterfly,stanford_corpus,stanford-2.txt,sf__0947__shooting-butterfly,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X-1-0.-0-X,"[""clipper-set"", ""opposite-side"", ""in-out-dex"", ""opposite-side"", ""out-in-dex"", ""peak"", ""opposite-side"", ""out-in-dex"", ""opposite-side"", ""clipper-set""]",X-1-0.-0-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
shooting-mirage,shooting-mirage,Shooting Mirage,stanford_corpus,stanford-2.txt,sf__0948__shooting-mirage,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X-1-0.-1-Z,"[""clipper-set"", ""opposite-side"", ""in-out-dex"", ""opposite-side"", ""out-in-dex"", ""peak"", ""opposite-side"", ""in-out-dex"", ""opposite-side"", ""toe-set""]",X-1-0.-1-Z,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
slaying-butterfly,slaying-butterfly,Slaying Butterfly,stanford_corpus,stanford-2.txt,sf__0949__slaying-butterfly,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z+1-!0.-0-X,"[""toe-set"", ""same-side"", ""in-out-dex"", ""opposite-side"", ""symposium"", ""out-in-dex"", ""peak"", ""opposite-side"", ""out-in-dex"", ""opposite-side"", ""clipper-set""]",Z+1-!0.-0-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
slaying-ss-flail,slaying-ss-flail,Slaying ss Flail,stanford_corpus,stanford-2.txt,sf__0950__slaying-ss-flail,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z+1-!0.+!0-Z,"[""toe-set"", ""same-side"", ""in-out-dex"", ""opposite-side"", ""symposium"", ""out-in-dex"", ""peak"", ""same-side"", ""symposium"", ""out-in-dex"", ""opposite-side"", ""toe-set""]",Z+1-!0.+!0-Z,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
slaying-illusion,slaying-illusion,Slaying Illusion,stanford_corpus,stanford-2.txt,sf__0951__slaying-illusion,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z+1-!0.-0-Z,"[""toe-set"", ""same-side"", ""in-out-dex"", ""opposite-side"", ""symposium"", ""out-in-dex"", ""peak"", ""opposite-side"", ""out-in-dex"", ""opposite-side"", ""toe-set""]",Z+1-!0.-0-Z,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
slaying-mirage,slaying-mirage,Slaying Mirage,stanford_corpus,stanford-2.txt,sf__0952__slaying-mirage,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z+1-!0.-1-Z,"[""toe-set"", ""same-side"", ""in-out-dex"", ""opposite-side"", ""symposium"", ""out-in-dex"", ""peak"", ""opposite-side"", ""in-out-dex"", ""opposite-side"", ""toe-set""]",Z+1-!0.-1-Z,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
slaying-ss-symposium-mirage,slaying-ss-symposium-mirage,Slaying ss Symposium Mirage,stanford_corpus,stanford-2.txt,sf__0953__slaying-ss-symposium-mirage,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,Z+1-!0.+!1-Z,"[""toe-set"", ""same-side"", ""in-out-dex"", ""opposite-side"", ""symposium"", ""out-in-dex"", ""peak"", ""same-side"", ""symposium"", ""in-out-dex"", ""opposite-side"", ""toe-set""]",Z+1-!0.+!1-Z,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
sonic-torque,sonic-torque,Sonic Torque,stanford_corpus,stanford-2.txt,sf__0954__sonic-torque,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X.\-1/-X,"[""clipper-set"", ""peak"", ""backward-spin"", ""opposite-side"", ""in-out-dex"", ""forward-spin"", ""opposite-side"", ""clipper-set""]",X.\-1/-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
spinning-blender,spinning-blender,Spinning Blender,stanford_corpus,stanford-2.txt,sf__0955__spinning-blender,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X.\-1\+X,"[""clipper-set"", ""peak"", ""backward-spin"", ""opposite-side"", ""in-out-dex"", ""backward-spin"", ""same-side"", ""clipper-set""]",X.\-1\+X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
spinning-ducking-drifter,spinning-ducking-drifter,Spinning Ducking Drifter,stanford_corpus,stanford-2.txt,sf__0956__spinning-ducking-drifter,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X\^-1+X,"[""clipper-set"", ""backward-spin"", ""duck"", ""opposite-side"", ""in-out-dex"", ""same-side"", ""clipper-set""]",X\^-1+X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
morpheus,morpheus,Morpheus,stanford_corpus,stanford-2.txt,sf__0957__morpheus,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X\^-1+X,"[""clipper-set"", ""backward-spin"", ""duck"", ""opposite-side"", ""in-out-dex"", ""same-side"", ""clipper-set""]",X\^-1+X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,alias_of=spinning-ducking-drifter
spinning-ducking-ps-mirage,spinning-ducking-ps-mirage,Spinning Ducking PS Mirage,stanford_corpus,stanford-2.txt,sf__0958__spinning-ducking-ps-mirage,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X\^-!1-Z,"[""clipper-set"", ""backward-spin"", ""duck"", ""opposite-side"", ""symposium"", ""in-out-dex"", ""opposite-side"", ""toe-set""]",X\^-!1-Z,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
anoxia,anoxia,Anoxia,stanford_corpus,stanford-2.txt,sf__0959__anoxia,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X\^-!1-Z,"[""clipper-set"", ""backward-spin"", ""duck"", ""opposite-side"", ""symposium"", ""in-out-dex"", ""opposite-side"", ""toe-set""]",X\^-!1-Z,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,alias_of=spinning-ducking-ps-mirage
spinning-ducking-whirl,spinning-ducking-whirl,Spinning Ducking Whirl,stanford_corpus,stanford-2.txt,sf__0960__spinning-ducking-whirl,stanford_shorthand_authored,,,,,,,,,,,,,,,,,,,X\^-1-X,"[""clipper-set"", ""backward-spin"", ""duck"", ""opposite-side"", ""in-out-dex"", ""opposite-side"", ""clipper-set""]",X\^-1-X,stanford_shorthand,,,,,6,stanford_bucket_header,,parser-clean,,,
