slug,canonical_name,display_name,hashtag,publication_status,first_class_tier,family,base_trick,modifiers,notation_primary,notation_primary_system,operational_notation,operational_notation_source,operational_notation_convention,stanford_symbolic,stanford_symbolic_normalized,stanford_components,stanford_parseable,official_add,add_formula_primary,source_add_claim,source_add_system,doctrine_divergence_category,source_primary,source_refs,parser_status,shorthand_status,notation_gap,curator_notes
stepping-diving-dlo,Stepping Diving DLO,Stepping Diving DLO,#stepping_diving_dlo,stanford_only_unpublished,,,,,,missing,,,,X-1&+1-0-Z,X-1&+1-0-Z,"[""clipper-set"", ""opposite-side"", ""in-out-dex"", ""dive"", ""same-side"", ""in-out-dex"", ""opposite-side"", ""out-in-dex"", ""opposite-side"", ""toe-set""]",true,,,5,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
stepping-diving-mirage,Stepping Diving Mirage,Stepping Diving Mirage,#stepping_diving_mirage,stanford_only_unpublished,,,,,,missing,,,,X-1&+1-Z,X-1&+1-Z,"[""clipper-set"", ""opposite-side"", ""in-out-dex"", ""dive"", ""same-side"", ""in-out-dex"", ""opposite-side"", ""toe-set""]",true,,,4,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
stepping-dyno,Stepping Dyno,Stepping Dyno,#stepping_dyno,stanford_only_unpublished,,,,,,missing,,,,X-1_.+0\+X,X-1_.+0\+X,"[""clipper-set"", ""opposite-side"", ""in-out-dex"", ""plant"", ""peak"", ""same-side"", ""out-in-dex"", ""backward-spin"", ""same-side"", ""clipper-set""]",true,,,5,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
stepping-eggbeater,Stepping Eggbeater,Stepping Eggbeater,#stepping_eggbeater,stanford_only_unpublished,,,,,,missing,,,,X-1_.+1-0+Z,X-1_.+1-0+Z,"[""clipper-set"", ""opposite-side"", ""in-out-dex"", ""plant"", ""peak"", ""same-side"", ""in-out-dex"", ""opposite-side"", ""out-in-dex"", ""same-side"", ""toe-set""]",true,,,4,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
stepping-flail,Stepping Flail,Stepping Flail,#stepping_flail,stanford_only_unpublished,,,,,,missing,,,,X-1_.+!0-Z,X-1_.+!0-Z,"[""clipper-set"", ""opposite-side"", ""in-out-dex"", ""plant"", ""peak"", ""same-side"", ""no-plant-while"", ""out-in-dex"", ""opposite-side"", ""toe-set""]",true,,,4,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
stepping-grifter,Stepping Grifter,Stepping Grifter,#stepping_grifter,stanford_only_unpublished,,,,,,missing,,,,X-1_.+0+X,X-1_.+0+X,"[""clipper-set"", ""opposite-side"", ""in-out-dex"", ""plant"", ""peak"", ""same-side"", ""out-in-dex"", ""same-side"", ""clipper-set""]",true,,,4,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
stepping-guay,Stepping Guay,Stepping Guay,#stepping_guay,stanford_only_unpublished,,,,,,missing,,,,X-1_.+1+L,X-1_.+1+L,"[""clipper-set"", ""opposite-side"", ""in-out-dex"", ""plant"", ""peak"", ""same-side"", ""in-out-dex"", ""same-side"", ""inside-set""]",true,,,3,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
stepping-illusion,Stepping Illusion,Stepping Illusion,#stepping_illusion,stanford_only_unpublished,,,,,,missing,,,,X-1_.+0-Z,X-1_.+0-Z,"[""clipper-set"", ""opposite-side"", ""in-out-dex"", ""plant"", ""peak"", ""same-side"", ""out-in-dex"", ""opposite-side"", ""toe-set""]",true,,,3,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
stepping-massacre,Stepping Massacre,Stepping Massacre,#stepping_massacre,stanford_only_unpublished,,,,,,missing,,,,X-1_.+0-!0-Z,X-1_.+0-!0-Z,"[""clipper-set"", ""opposite-side"", ""in-out-dex"", ""plant"", ""peak"", ""same-side"", ""out-in-dex"", ""opposite-side"", ""no-plant-while"", ""out-in-dex"", ""opposite-side"", ""toe-set""]",true,,,6,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
stepping-mirage,Stepping Mirage,Stepping Mirage,#stepping_mirage,stanford_only_unpublished,,,,,,missing,,,,X-1_.+1-Z,X-1_.+1-Z,"[""clipper-set"", ""opposite-side"", ""in-out-dex"", ""plant"", ""peak"", ""same-side"", ""in-out-dex"", ""opposite-side"", ""toe-set""]",true,,,3,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
stepping-pickup,Stepping Pickup,Stepping Pickup,#stepping_pickup,stanford_only_unpublished,,,,,,missing,,,,X-1_.+1+Z,X-1_.+1+Z,"[""clipper-set"", ""opposite-side"", ""in-out-dex"", ""plant"", ""peak"", ""same-side"", ""in-out-dex"", ""same-side"", ""toe-set""]",true,,,3,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
stepping-reverse-guay,Stepping Reverse Guay,Stepping Reverse Guay,#stepping_reverse_guay,stanford_only_unpublished,,,,,,missing,,,,X-1_.+0+L,X-1_.+0+L,"[""clipper-set"", ""opposite-side"", ""in-out-dex"", ""plant"", ""peak"", ""same-side"", ""out-in-dex"", ""same-side"", ""inside-set""]",true,,,3,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
stepping-reverse-swirl,Stepping Reverse Swirl,Stepping Reverse Swirl,#stepping_reverse_swirl,stanford_only_unpublished,,,,,,missing,,,,X-1.-9+X,X-1.-9+X,"[""clipper-set"", ""opposite-side"", ""in-out-dex"", ""peak"", ""opposite-side"", ""front-dex-reverse-swirl"", ""same-side"", ""clipper-set""]",true,,,4,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
stepping-swirl,Stepping Swirl,Stepping Swirl,#stepping_swirl,stanford_only_unpublished,,,,,,missing,,,,X-1.-6+X,X-1.-6+X,"[""clipper-set"", ""opposite-side"", ""in-out-dex"", ""peak"", ""opposite-side"", ""back-dex-swirl"", ""same-side"", ""clipper-set""]",true,,,4,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
stepping-symposium-mirage,Stepping Symposium Mirage,Stepping Symposium Mirage,#stepping_symposium_mirage,stanford_only_unpublished,,,,,,missing,,,,X-1_.+!1-Z,X-1_.+!1-Z,"[""clipper-set"", ""opposite-side"", ""in-out-dex"", ""plant"", ""peak"", ""same-side"", ""no-plant-while"", ""in-out-dex"", ""opposite-side"", ""toe-set""]",true,,,4,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
stepping-weaving-butterfly,Stepping Weaving Butterfly,Stepping Weaving Butterfly,#stepping_weaving_butterfly,stanford_only_unpublished,,,,,,missing,,,,X-1^+0-X,X-1^+0-X,"[""clipper-set"", ""opposite-side"", ""in-out-dex"", ""duck"", ""same-side"", ""out-in-dex"", ""opposite-side"", ""clipper-set""]",true,,,5,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
stepping-weaving-mirage,Stepping Weaving Mirage,Stepping Weaving Mirage,#stepping_weaving_mirage,stanford_only_unpublished,,,,,,missing,,,,X-1^+1-Z,X-1^+1-Z,"[""clipper-set"", ""opposite-side"", ""in-out-dex"", ""duck"", ""same-side"", ""in-out-dex"", ""opposite-side"", ""toe-set""]",true,,,4,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
stepping-whirling-swirl,Stepping Whirling Swirl,Stepping Whirling Swirl,#stepping_whirling_swirl,stanford_only_unpublished,,,,,,missing,,,,X-1_.+1-6+X,X-1_.+1-6+X,"[""clipper-set"", ""opposite-side"", ""in-out-dex"", ""plant"", ""peak"", ""same-side"", ""in-out-dex"", ""opposite-side"", ""back-dex-swirl"", ""same-side"", ""clipper-set""]",true,,,5,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
super-fly-xbd-rake,Super Fly XBD Rake,Super Fly XBD Rake,#super_fly_xbd_rake,stanford_only_unpublished,,,,,,missing,,,,X.-!0+0-R,X.-!0+0-R,"[""clipper-set"", ""peak"", ""opposite-side"", ""no-plant-while"", ""out-in-dex"", ""same-side"", ""out-in-dex"", ""opposite-side"", ""rake""]",true,,,6,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
surfing-blender,Surfing Blender,Surfing Blender,#surfing_blender,stanford_only_unpublished,,,,,,missing,,,,Z+0-!6.-1\+X,Z+0-!6.-1\+X,"[""toe-set"", ""same-side"", ""out-in-dex"", ""opposite-side"", ""no-plant-while"", ""back-dex-swirl"", ""peak"", ""opposite-side"", ""in-out-dex"", ""backward-spin"", ""same-side"", ""clipper-set""]",true,,,7,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
surfing-osis,Surfing Osis,Surfing Osis,#surfing_osis,stanford_only_unpublished,,,,,,missing,,,,Z+0-!6.\-X,Z+0-!6.\-X,"[""toe-set"", ""same-side"", ""out-in-dex"", ""opposite-side"", ""no-plant-while"", ""back-dex-swirl"", ""peak"", ""backward-spin"", ""opposite-side"", ""clipper-set""]",true,,,6,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
surfing-ss-pickup,Surfing ss Pickup,Surfing ss Pickup,#surfing_ss_pickup,stanford_only_unpublished,,,,,,missing,,,,Z+0-!6.-1+Z,Z+0-!6.-1+Z,"[""toe-set"", ""same-side"", ""out-in-dex"", ""opposite-side"", ""no-plant-while"", ""back-dex-swirl"", ""peak"", ""opposite-side"", ""in-out-dex"", ""same-side"", ""toe-set""]",true,,,5,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
surfing-ss-swivel,Surfing ss Swivel,Surfing ss Swivel,#surfing_ss_swivel,stanford_only_unpublished,,,,,,missing,,,,Z+0-!6.+!9\-X,Z+0-!6.+!9\-X,"[""toe-set"", ""same-side"", ""out-in-dex"", ""opposite-side"", ""no-plant-while"", ""back-dex-swirl"", ""peak"", ""same-side"", ""no-plant-while"", ""front-dex-reverse-swirl"", ""backward-spin"", ""opposite-side"", ""clipper-set""]",true,,,8,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
surging-blender,Surging Blender,Surging Blender,#surging_blender,stanford_only_unpublished,,,,,,missing,,,,X\+1.-1\+X,X\+1.-1\+X,"[""clipper-set"", ""backward-spin"", ""same-side"", ""in-out-dex"", ""peak"", ""opposite-side"", ""in-out-dex"", ""backward-spin"", ""same-side"", ""clipper-set""]",true,,,7,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
surging-butterfly-swirl,Surging Butterfly Swirl,Surging Butterfly Swirl,#surging_butterfly_swirl,stanford_only_unpublished,,,,,,missing,,,,X\+1.-0-6+X,X\+1.-0-6+X,"[""clipper-set"", ""backward-spin"", ""same-side"", ""in-out-dex"", ""peak"", ""opposite-side"", ""out-in-dex"", ""opposite-side"", ""back-dex-swirl"", ""same-side"", ""clipper-set""]",true,,,6,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
surging-ducking-blender,Surging Ducking Blender,Surging Ducking Blender,#surging_ducking_blender,stanford_only_unpublished,,,,,,missing,,,,X\+1^-1\+X,X\+1^-1\+X,"[""clipper-set"", ""backward-spin"", ""same-side"", ""in-out-dex"", ""duck"", ""opposite-side"", ""in-out-dex"", ""backward-spin"", ""same-side"", ""clipper-set""]",true,,,8,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
surging-ducking-motion,Surging Ducking Motion,Surging Ducking Motion,#surging_ducking_motion,stanford_only_unpublished,,,,,,missing,,,,X\+1^-0+0\+X,X\+1^-0+0\+X,"[""clipper-set"", ""backward-spin"", ""same-side"", ""in-out-dex"", ""duck"", ""opposite-side"", ""out-in-dex"", ""same-side"", ""out-in-dex"", ""backward-spin"", ""same-side"", ""clipper-set""]",true,,,8,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
surging-ducking-torque,Surging Ducking Torque,Surging Ducking Torque,#surging_ducking_torque,stanford_only_unpublished,,,,,,missing,,,,X\+1^-1/-X,X\+1^-1/-X,"[""clipper-set"", ""backward-spin"", ""same-side"", ""in-out-dex"", ""duck"", ""opposite-side"", ""in-out-dex"", ""forward-spin"", ""opposite-side"", ""clipper-set""]",true,,,8,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
surging-ps-whirling-xbd-rake,Surging PS Whirling XBD Rake,Surging PS Whirling XBD Rake,#surging_ps_whirling_xbd_rake,stanford_only_unpublished,,,,,,missing,,,,X\+1.-!1-xR,X\+1.-!1-xR,"[""clipper-set"", ""backward-spin"", ""same-side"", ""in-out-dex"", ""peak"", ""opposite-side"", ""no-plant-while"", ""in-out-dex"", ""opposite-side"", ""crossbody-rake""]",true,,,8,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
surging-ss-osis,Surging ss Osis,Surging ss Osis,#surging_ss_osis,stanford_only_unpublished,,,,,,missing,,,,X\+1.\+X,X\+1.\+X,"[""clipper-set"", ""backward-spin"", ""same-side"", ""in-out-dex"", ""peak"", ""backward-spin"", ""same-side"", ""clipper-set""]",true,,,5,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
surging-superfly,Surging Superfly,Surging Superfly,#surging_superfly,stanford_only_unpublished,,,,,,missing,,,,X\+1.-!0+0-X,X\+1.-!0+0-X,"[""clipper-set"", ""backward-spin"", ""same-side"", ""in-out-dex"", ""peak"", ""opposite-side"", ""no-plant-while"", ""out-in-dex"", ""same-side"", ""out-in-dex"", ""opposite-side"", ""clipper-set""]",true,,,7,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
surging-symposium-torque,Surging Symposium Torque,Surging Symposium Torque,#surging_symposium_torque,stanford_only_unpublished,,,,,,missing,,,,X\+1.-!1/-X,X\+1.-!1/-X,"[""clipper-set"", ""backward-spin"", ""same-side"", ""in-out-dex"", ""peak"", ""opposite-side"", ""no-plant-while"", ""in-out-dex"", ""forward-spin"", ""opposite-side"", ""clipper-set""]",true,,,8,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
swirling-butterfly,Swirling Butterfly,Swirling Butterfly,#swirling_butterfly,stanford_only_unpublished,,,,,,missing,,,,X+6.+0-X,X+6.+0-X,"[""clipper-set"", ""same-side"", ""back-dex-swirl"", ""peak"", ""same-side"", ""out-in-dex"", ""opposite-side"", ""clipper-set""]",true,,,4,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
swirling-dragon,Swirling Dragon,Swirling Dragon,#swirling_dragon,stanford_only_unpublished,,,,,,missing,,,,X.+6+D,X.+6+D,"[""clipper-set"", ""peak"", ""same-side"", ""back-dex-swirl"", ""same-side"", ""dragon-set""]",true,,,3,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
swirling-osis,Swirling Osis,Swirling Osis,#swirling_osis,stanford_only_unpublished,,,,,,missing,,,,X.+6\-X,X.+6\-X,"[""clipper-set"", ""peak"", ""same-side"", ""back-dex-swirl"", ""backward-spin"", ""opposite-side"", ""clipper-set""]",true,,,4,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
swirling-paradox-mirage,Swirling Paradox Mirage,Swirling Paradox Mirage,#swirling_paradox_mirage,stanford_only_unpublished,,,,,,missing,,,,X+6.+1-Z,X+6.+1-Z,"[""clipper-set"", ""same-side"", ""back-dex-swirl"", ""peak"", ""same-side"", ""in-out-dex"", ""opposite-side"", ""toe-set""]",true,,,4,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
swirling-reverse-swirl,Swirling Reverse Swirl,Swirling Reverse Swirl,#swirling_reverse_swirl,stanford_only_unpublished,,,,,,missing,,,,X+6_.+9+X,X+6_.+9+X,"[""clipper-set"", ""same-side"", ""back-dex-swirl"", ""plant"", ""peak"", ""same-side"", ""front-dex-reverse-swirl"", ""same-side"", ""clipper-set""]",true,,,4,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
swirling-ss-mirage,Swirling ss Mirage,Swirling ss Mirage,#swirling_ss_mirage,stanford_only_unpublished,,,,,,missing,,,,X+6.-1-Z,X+6.-1-Z,"[""clipper-set"", ""same-side"", ""back-dex-swirl"", ""peak"", ""opposite-side"", ""in-out-dex"", ""opposite-side"", ""toe-set""]",true,,,3,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
swirling-symposium-whirl,Swirling Symposium Whirl,Swirling Symposium Whirl,#swirling_symposium_whirl,stanford_only_unpublished,,,,,,missing,,,,X+6.-!1-X,X+6.-!1-X,"[""clipper-set"", ""same-side"", ""back-dex-swirl"", ""peak"", ""opposite-side"", ""no-plant-while"", ""in-out-dex"", ""opposite-side"", ""clipper-set""]",true,,,5,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
swirling-whirl,Swirling Whirl,Swirling Whirl,#swirling_whirl,stanford_only_unpublished,,,,,,missing,,,,X+6.-1-X,X+6.-1-X,"[""clipper-set"", ""same-side"", ""back-dex-swirl"", ""peak"", ""opposite-side"", ""in-out-dex"", ""opposite-side"", ""clipper-set""]",true,,,4,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
swirling-whirling-swirl,Swirling Whirling Swirl,Swirling Whirling Swirl,#swirling_whirling_swirl,stanford_only_unpublished,,,,,,missing,,,,X+6.-1-6+X,X+6.-1-6+X,"[""clipper-set"", ""same-side"", ""back-dex-swirl"", ""peak"", ""opposite-side"", ""in-out-dex"", ""opposite-side"", ""back-dex-swirl"", ""same-side"", ""clipper-set""]",true,,,5,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
swirling-xbd-rake,Swirling XBD Rake,Swirling XBD Rake,#swirling_xbd_rake,stanford_only_unpublished,,,,,,missing,,,,X+6+xR,X+6+xR,"[""clipper-set"", ""same-side"", ""back-dex-swirl"", ""same-side"", ""crossbody-rake""]",true,,,4,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
symple-atw,Symple ATW,Symple ATW,#symple_atw,stanford_only_unpublished,,,,,,missing,,,,Z.+!1+Z,Z.+!1+Z,"[""toe-set"", ""peak"", ""same-side"", ""no-plant-while"", ""in-out-dex"", ""same-side"", ""toe-set""]",true,,,2,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
symple-guay,Symple Guay,Symple Guay,#symple_guay,stanford_only_unpublished,,,,,,missing,,,,Z.-!1+L,Z.-!1+L,"[""toe-set"", ""peak"", ""opposite-side"", ""no-plant-while"", ""in-out-dex"", ""same-side"", ""inside-set""]",true,,,2,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
symple-legover,Symple Legover,Symple Legover,#symple_legover,stanford_only_unpublished,,,,,,missing,,,,Z.-!0+Z,Z.-!0+Z,"[""toe-set"", ""peak"", ""opposite-side"", ""no-plant-while"", ""out-in-dex"", ""same-side"", ""toe-set""]",true,,,2,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
symple-pickup,Symple Pickup,Symple Pickup,#symple_pickup,stanford_only_unpublished,,,,,,missing,,,,Z.-!1+Z,Z.-!1+Z,"[""toe-set"", ""peak"", ""opposite-side"", ""no-plant-while"", ""in-out-dex"", ""same-side"", ""toe-set""]",true,,,2,stanford,,stanford,stanford-2.txt,,stanford_only,no-job-stanford-only,stanford-only row; no canonical match by name
