slug,field,old_value,new_value,source_note
barraging-butterfly-swirl,operational_notation,,SET > OP IN [DEX] > SAME IN [DEX] > SAME/OP OUT [DEX] > OP BACK SWIRL [DEX] > SAME CLIP [XBD] [DEL],Barraging prefix on the canonical butterfly_swirl body; identical result via barraging_butterfly plus the barfly-swirl-style swirl insertion; bracket count 6 = ADD.
barraging-butterfly-swirl,trick_family,,butterfly_swirl,loader-19 override: butterfly-swirl compounds anchor on the butterfly_swirl family (stepping/gyro/ducking/spinning/fairy siblings).
barraging-symposium-eggbeater,operational_notation,,TOE > (no plant while) OP IN [BOD] [DEX] > SAME IN [DEX] > OP OUT [DEX] > OP OUT [DEX] > SAME TOE [DEL],Mirrors the canonical rage chassis (symposium on the barraging lead dex) with the eggbeater body verbatim; bracket count 6 = ADD. SAME/OP parity best-effort (curator-refinable).
barraging-symposium-eggbeater,trick_family,,legover,loader-19 override: the eggbeater base's own family is legover (matches barraging_eggbeater).
barraging-symposium-legover,operational_notation,,SET > (no plant while) OP IN [BOD] [DEX] > SAME IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],Mirrors the canonical rage chassis (symposium on the barraging lead dex) with the legover body verbatim; bracket count 5 = ADD. SAME/OP parity best-effort (curator-refinable).
pogo-motion,operational_notation,,CLIP > (no plant while) OP IN [DEX] > SAME OUT [DEX] >> SAME OUT [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],Pogo no-plant clipper-dex prefix per the canonical pogo siblings with the motion body verbatim (internal boundary preserved); bracket count 6 = ADD.
pogo-double-leg-over,operational_notation,,CLIP > (no plant while) OP IN [DEX] > OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL],Pogo prefix with the double-leg-over body verbatim; bracket count 4 = ADD.
pogo-double-leg-over,trick_family,,legover,loader-19 override: the double-leg-over base's own family is legover (matches nuclear_double_leg_over).
pogo-da-da-curve,operational_notation,,CLIP > (no plant while) OP IN [DEX] > OP IN [DEX] > (no plant while) OP OUT [DEX] > OP CLIP [XBD] [DEL],Mirrors canonical pogo_paradox_da_da_curve with the paradox term removed; bracket count 5 = ADD.
quantum-reverse-guay,operational_notation,,TOE > OP IN [DEX] > SAME IN [DEX] > OP INSIDE [DEL],Quantum toe-dex prefix per the canonical quantum_guay chassis with the reverse-guay body verbatim; bracket count 3 = ADD.
quantum-reverse-guay,trick_family,,inside-stall,loader-19 override: the reverse-guay base's own family is inside-stall (matches quantum_guay).
quantum_legover,execution_summary,,"Quantum legover puts an extra inward dexterity in front of a legover. From a toe set, take one inward dex over the bag, then perform the legover itself: bring the opposite leg over the bag and catch on the toe of that dexing leg. The quantum is that added inward pass leading into the legover.",Technique Notes composed from the base trick's sourced notes plus the operator-reference mechanic and the curator-verified notation.
quantum_legover,learning_notes,,"The legover is the familiar half; the new piece is fitting the quantum's inward dex in front of it without losing the height and timing the legover needs. Keep the two dexes flowing as one sequence rather than two separate moves.",Technique Notes composed from the base trick's sourced notes plus the operator-reference mechanic and the curator-verified notation.
quantum_legover,prerequisite_notes,,"A dependable legover, plus comfort taking a single inward dex off a toe set. Quantum only prepends that inward dex to a move you already have.",Technique Notes composed from the base trick's sourced notes plus the operator-reference mechanic and the curator-verified notation.
paradox_whirling_swirl,execution_summary,,"Paradox whirling swirl adds a hip pivot to a whirling swirl's first dexterity. From a clipper, run the whirl and the swirl as one blended motion, but pivot the hips through the leading dex so the body switches sides around it, then complete the swirl and catch back on a clipper. The paradox is that added hip pivot on the first dex.",Technique Notes composed from the base trick's sourced notes plus the operator-reference mechanic and the curator-verified notation.
paradox_whirling_swirl,learning_notes,,"The whirling swirl underneath has to be smooth before the pivot helps; add the hip pivot to the first dex without letting the whirl and swirl separate into two moves. Keeping the setting foot suspended, as in a plain whirling swirl, holds the whole thing together.",Technique Notes composed from the base trick's sourced notes plus the operator-reference mechanic and the curator-verified notation.
paradox_whirling_swirl,prerequisite_notes,,"A reliable whirling swirl, with clipper delays on both feet, plus comfort pivoting the hips through a dex as in other paradox moves. Paradox only adds that pivot to the whirling swirl's first dexterity.",Technique Notes composed from the base trick's sourced notes plus the operator-reference mechanic and the curator-verified notation.
quantum_guay,execution_summary,,"Quantum guay puts an extra inward dexterity in front of a guay. From a toe set, take one inward dex over the bag, then perform the guay: circle the leg over the bag as in a legover, but catch and hold on the inside of the foot rather than the toe. The quantum is that added inward pass leading into the guay.",Technique Notes composed from the base trick's sourced notes plus the operator-reference mechanic and the curator-verified notation.
quantum_guay,learning_notes,,"The guay is the familiar half; the new piece is fitting the quantum's inward dex in front of it and still arriving cleanly on the inside delay. Keep the two inward dexes flowing as one sequence rather than two separate moves.",Technique Notes composed from the base trick's sourced notes plus the operator-reference mechanic and the curator-verified notation.
quantum_guay,prerequisite_notes,,"A dependable guay, landing cleanly on the inside stall, plus comfort taking a single inward dex off a toe set. Quantum only prepends that inward dex to a move you already have.",Technique Notes composed from the base trick's sourced notes plus the operator-reference mechanic and the curator-verified notation.
atomic_reverse_guay,execution_summary,,"Atomic reverse guay puts an outward dexterity in front of a reverse guay. From a toe set, take one outward dex over the bag for the atomic, then perform the reverse guay: a guay carried out-in around the bag rather than in-out, landing on the inside delay. The atomic is that added outward pass leading into the reversed guay.",Technique Notes composed from the base trick's sourced notes plus the operator-reference mechanic and the curator-verified notation.
atomic_reverse_guay,prerequisite_notes,,"A dependable reverse guay, a guay taken out-in around the bag onto the inside stall, plus comfort taking a single outward dex off a toe set. Atomic only prepends that outward dex to the reversed guay.",Technique Notes composed from the base trick's sourced notes plus the operator-reference mechanic and the curator-verified notation.
pixie-same-side-butterfly,operational_notation,,TOE > SAME IN [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL],Member-tip authoring 2026-07-11: pixie set-dex prefix + butterfly-same-side body (SAME OUT dex into an opposite cross-body clipper). 4 brackets match 4 ADD.
pixie-same-side-butterfly,trick_family,butterfly_same_side,butterfly,"Member-tip authoring 2026-07-11: loader-19 defaults trick_family to base_trick (butterfly_same_side); butterfly_same_side itself belongs to the butterfly family, so override to butterfly."
furious-paradox-mirage,operational_notation,,SET > OP IN [DEX] > SAME IN [DEX] > OP IN [PDX] [DEX] > OP TOE [DEL],"Member-tip authoring 2026-07-11: furious two-dex uptime set + a paradox on the mirage dex. 5 brackets match 5 ADD. Scored from the notation, not through a barraging operator."
pogo-paradox-da-da-curve,trick_family,pogo-paradox-da-da-curve,dada-curve,"Curator family pass: the row carried its own slug as its family, an orphaned family-of-one. Its base trick paradox-da-da-curve sits in the dada_curve family, so retag it to dada_curve alongside its siblings (dada_curve, paradox, pixie, gyro, shooting, and pogo da-da-curve variants)."
blink,operational_notation,,SET > OP BACK SWIRL [DEX] > OP TOE [DEL],"Curator ruling: a reverse-swirling dexterity into an opposite-side toe delay. OP BACK SWIRL [DEX] is the established reverse-swirling dex token; the opposite-side toe terminal is a plain OP TOE [DEL] with no cross-body bracket. Two scoring brackets match the 2-ADD record value."
blink,notation,,BLINK,"Jobs-notation backfill: folk name in uppercase, matching the sibling folk-trick convention."
blink,trick_family,,\N,"Curator ruling: Blink has no browse family. An empty base otherwise defaults the family to the trick's own slug, an orphaned family-of-one, so the family is explicitly cleared to null; the base is already null from the empty base."
rev_swirl,operational_notation,CLIP > OP BACK SWIRL [DEX] > OP CLIP [XBD] [DEL],SET > SAME IN [DEX] > SAME CLIP [XBD] [DEL],Clipper-terminal matrix ruling: whirl / rev-whirl / swirl / rev-swirl are one 2x2 leg-by-direction matrix (OP or SAME dexing leg; IN or OUT direction; flexible SET entry; clipper terminal; 3 ADD each). BACK SWIRL is retired as a dex token: the swirl-motion dex is SAME OUT and the reverse-swirl dex is SAME IN.
rev_whirl,operational_notation,CLIP > OP OUT [DEX] > OP CLIP [XBD] [DEL],SET > OP OUT [DEX] > OP CLIP [XBD] [DEL],Clipper-terminal matrix ruling: whirl / rev-whirl / swirl / rev-swirl are one 2x2 leg-by-direction matrix (OP or SAME dexing leg; IN or OUT direction; flexible SET entry; clipper terminal; 3 ADD each). BACK SWIRL is retired as a dex token: the swirl-motion dex is SAME OUT and the reverse-swirl dex is SAME IN.
swirl,operational_notation,CLIP > SAME BACK SWIRL [DEX] > SAME CLIP [XBD] [DEL],SET > SAME OUT [DEX] > SAME CLIP [XBD] [DEL],Clipper-terminal matrix ruling: whirl / rev-whirl / swirl / rev-swirl are one 2x2 leg-by-direction matrix (OP or SAME dexing leg; IN or OUT direction; flexible SET entry; clipper terminal; 3 ADD each). BACK SWIRL is retired as a dex token: the swirl-motion dex is SAME OUT and the reverse-swirl dex is SAME IN.
atomic_reverse_swirl,operational_notation,,TOE > OP OUT [DEX] > SAME IN [DEX] > SAME CLIP [XBD] [DEL],Matrix migration: BACK SWIRL retired; re-derived from base cell; side relationships preserved; brackets and ADD unchanged.
atomic_swirl,operational_notation,,TOE > OP OUT [DEX] > SAME OUT [DEX] > SAME CLIP [XBD] [DEL],Matrix migration: BACK SWIRL retired; re-derived from base cell; side relationships preserved; brackets and ADD unchanged.
barfly_swirl,operational_notation,,CLIP > SAME OUT [DEX] > SAME OUT [DEX] > OP OUT [DEX] > SAME CLIP [XBD] [DEL],Matrix migration: BACK SWIRL retired; re-derived from base cell; side relationships preserved; brackets and ADD unchanged.
barraging_barfly_swirl,operational_notation,,CLIP > OP IN [DEX] > SAME IN [DEX] > SAME OUT [DEX] > SAME OUT [DEX] > OP OUT [DEX] > SAME CLIP [XBD] [DEL],Matrix migration: BACK SWIRL retired; re-derived from base cell; side relationships preserved; brackets and ADD unchanged.
barraging_butterfly_swirl,operational_notation,,SET > OP IN [DEX] > SAME IN [DEX] > SAME/OP OUT [DEX] > OP OUT [DEX] > SAME CLIP [XBD] [DEL],Matrix migration: BACK SWIRL retired; re-derived from base cell; side relationships preserved; brackets and ADD unchanged.
big_papa_smurf,operational_notation,,TOE > SAME OUT [DEX] > (no plant while) OP IN [BOD] > OP OUT [DEX] > OP IN [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL],Matrix migration: BACK SWIRL retired; re-derived from base cell; side relationships preserved; brackets and ADD unchanged.
bling_blang,operational_notation,,CLIP > OP FRONT WHIRL [DEX] >> SAME OUT [DEX] > OP CLIP [XBD] [DEL],Matrix migration: BACK SWIRL retired; re-derived from base cell; side relationships preserved; brackets and ADD unchanged.
