"name","slug","governance_state","issue_type","sources","n_sources","source_adds","in_db","equivalent_to","doctrine_status","publication_status","parse_confidence","add_confidence","family","primary_operator","add_formula","parser_notes","unresolved_questions","provenance_notes"
"Spinning Double Down Swirl (Scorpion\u2019s Tail Swirl)","spinning-double-down-swirl-scorpion-u2019s-tail-swirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Spinning Drifter (Lotus) (Void)","spinning-drifter-lotus-void","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Spinning Ducking Blender (Gangsta Party)","spinning-ducking-blender-gangsta-party","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Spinning Ducking Drifter (Morpheus)","spinning-ducking-drifter-morpheus","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Spinning Ducking Mirage","spinning-ducking-mirage","1 Published Canonical","","stanford","1","","False","","","","","","","","","","",""
"Spinning Ducking Pickup","spinning-ducking-pickup","1 Published Canonical","","stanford","1","","False","","","","","","","","","","",""
"Spinning Ducking PS Mirage (Anoxia)","spinning-ducking-ps-mirage-anoxia","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Spinning Ducking PS Whirl (Montage)","spinning-ducking-ps-whirl-montage","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Spinning Ducking PS Whirling XBD Rake (Montage Rake)","spinning-ducking-ps-whirling-xbd-rake-montage-rake","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Spinning Ducking Reverse Whirling Swivel (Black Hole ?)","spinning-ducking-reverse-whirling-swivel-black-hole","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Spinning Ducking Super Fly (Super Dee Duper Fly)","spinning-ducking-super-fly-super-dee-duper-fly","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Spinning Ducking Voodoo (Wonderland)","spinning-ducking-voodoo-wonderland","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Spinning Ducking Whirl (Maelstrom)","spinning-ducking-whirl-maelstrom","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Spinning Flapper","spinning-flapper","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Spinning Guay","spinning-guay","1 Published Canonical","","stanford","1","","False","","","","","","","","","","",""
"Spinning Illusion","spinning-illusion","1 Published Canonical","","stanford","1","","False","","","","","","","","","","",""
"Spinning Legover (Merkon)","spinning-legover-merkon","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Spinning Mirage","spinning-mirage","1 Published Canonical","","stanford","1","","False","","","","","","","","","","",""
"Spinning Miraging Symposium Miraging Refraction (Anonymous)","spinning-miraging-symposium-miraging-refraction-anonymous","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Spinning Miraging Symposium Torque (Big Apple Sauce)","spinning-miraging-symposium-torque-big-apple-sauce","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Spinning Motion (Motion Sickness)","spinning-motion-motion-sickness","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Spinning PS Whirling Swirl (Swirlwind)","spinning-ps-whirling-swirl-swirlwind","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Spinning Reverse Guay","spinning-reverse-guay","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Spinning Reverse Swirl","spinning-reverse-swirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Spinning Reverse Whirl","spinning-reverse-whirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Spinning Super Fly (Super Duper Fly)","spinning-super-fly-super-duper-fly","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Spinning Swirl","spinning-swirl","1 Published Canonical","","stanford","1","","False","","","","","","","","","","",""
"Spinning Swivel","spinning-swivel","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Spinning Symposium Mirage","spinning-symposium-mirage","1 Published Canonical","","stanford","1","","False","","","","","","","","","","",""
"Spinning Symposium Torque (Super Mario)","spinning-symposium-torque-super-mario","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Spinning Symposium Whirl (Whirlwind)","spinning-symposium-whirl-whirlwind","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Spinning Toe Stall","spinning-toe-stall","1 Published Canonical","","stanford","1","","False","","","","","","","","","","",""
"Spinning Torque (Marius)","spinning-torque-marius","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Spinning Whirling Swirl","spinning-whirling-swirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Spinning XBD Rake","spinning-xbd-rake","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Spinning Zulu Butterfly","spinning-zulu-butterfly","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Splicing Infinity","splicing-infinity","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Splicing Paradox Mirage","splicing-paradox-mirage","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Splicing ss Blender (Liquifier)","splicing-ss-blender-liquifier","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Stepping Baroque","stepping-baroque","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Stepping Butterfly (Sidewalk)","stepping-butterfly-sidewalk","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Stepping Butterfly Reverse Swirl","stepping-butterfly-reverse-swirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Stepping Butterfly Swirl (Ripcurl)","stepping-butterfly-swirl-ripcurl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Stepping DDD (Blurrier)","stepping-ddd-blurrier","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Stepping Diving Butterfly (Jackknife)","stepping-diving-butterfly-jackknife","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Stepping Diving DLO (Arachnophobia)","stepping-diving-dlo-arachnophobia","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Stepping Diving Mirage","stepping-diving-mirage","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Stepping DLO (Haze)","stepping-dlo-haze","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Stepping Drifter (Tombstone)","stepping-drifter-tombstone","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Stepping Dyno","stepping-dyno","1 Published Canonical","","stanford","1","","False","","","","","","","","","","",""
"Stepping Eggbeater (Wet Dream) (Flaming Tard)","stepping-eggbeater-wet-dream-flaming-tard","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Stepping Flail","stepping-flail","1 Published Canonical","","stanford","1","","False","","","","","","","","","","",""
"Stepping Grifter","stepping-grifter","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Stepping Guay","stepping-guay","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Stepping Legover (Schmoe)","stepping-legover-schmoe","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Stepping Massacre","stepping-massacre","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Stepping Reverse Guay","stepping-reverse-guay","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Stepping Reverse Swirl","stepping-reverse-swirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Stepping Swirl","stepping-swirl","1 Published Canonical","","stanford","1","","False","","","","","","","","","","",""
"Stepping Symposium Mirage","stepping-symposium-mirage","1 Published Canonical","","stanford","1","","False","","","","","","","","","","",""
"Stepping Torque (Gravedigger)","stepping-torque-gravedigger","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Stepping Weaving Butterfly","stepping-weaving-butterfly","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Stepping Weaving Mirage","stepping-weaving-mirage","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Super Fly XBD Rake (Super Fly Swatter)","super-fly-xbd-rake-super-fly-swatter","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Surfing Blender (Big Papa Smurf)","surfing-blender-big-papa-smurf","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Surfing Osis","surfing-osis","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Surfing ss Pickup","surfing-ss-pickup","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Surfing ss Swivel (Serval)","surfing-ss-swivel-serval","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Surging Blender (Margaritaville)","surging-blender-margaritaville","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Surging Butterfly (Big Walk)","surging-butterfly-big-walk","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Surging Butterfly Swirl","surging-butterfly-swirl","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Surging Double Down (Venom)","surging-double-down-venom","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Surging Ducking Blender (Cheese Processor)","surging-ducking-blender-cheese-processor","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
"Surging Ducking Motion (Overdose)","surging-ducking-motion-overdose","3 Observationally represented","","stanford","1","","False","","","","","","","","","","",""
