"name","slug","source_corpus","ecosystem","deferral_bucket","failure_class","doctrine_confidence","reason"
"Stepping far DLO","stepping-far-dlo","passback","stepping","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Stepping Far Motion","stepping-far-motion","multi","stepping","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Stepping Grifter","stepping-grifter","stanford","stepping","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Stepping Massacre","stepping-massacre","stanford","stepping","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Stepping P.S. Whirling x-body Rake","stepping-ps-whirling-x-body-rake","fborg","stepping","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Zipper Stepping Op Butterfly Zipper","zipper-stepping-op-butterfly-zipper","footbagmoves","stepping","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Antisymposium","antisymposium","fborg","symposium/paradox","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Baragging far Symp. Mirage","baragging-far-symp-mirage","passback","symposium/paradox","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Bubba Paradox Flail","bubba-paradox-flail","footbagmoves","symposium/paradox","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Bubba Paradox Symposium Eggbeater","bubba-paradox-symposium-eggbeater","footbagmoves","symposium/paradox","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Butterfly Symp. Blink","butterfly-symp-blink","passback","symposium/paradox","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Butterfly Symp. Twisting near Toe","butterfly-symp-twisting-near-toe","passback","symposium/paradox","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Butterflying Symposium Reverse Swirling Toe","butterflying-symposium-reverse-swirling-toe","footbagmoves","symposium/paradox","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Flailing far Symp. Mirage","flailing-far-symp-mirage","passback","symposium/paradox","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Flailing ss Symposium Double Legover","flailing-ss-symposium-double-legover","footbagmoves","symposium/paradox","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Flailing ss Symposium Eggbeater","flailing-ss-symposium-eggbeater","footbagmoves","symposium/paradox","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Flailing ss Symposium Mirage","flailing-ss-symposium-mirage","footbagmoves","symposium/paradox","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Flailing ss Symposium Whirl","flailing-ss-symposium-whirl","stanford","symposium/paradox","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Flailing Symposium Mirage","flailing-symposium-mirage","footbagmoves","symposium/paradox","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Miraging Symp.Mirage","miraging-symp-mirage","passback","symposium/paradox","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Paradox Delusion","paradox-delusion","stanford","symposium/paradox","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Paradox Dragster","paradox-dragster","stanford","symposium/paradox","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Paradox Drifter XBD Rake","paradox-drifter-xbd-rake","footbagmoves","symposium/paradox","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Paradox Merlin","paradox-merlin","footbagmoves","symposium/paradox","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Paradox Swifter","paradox-swifter","stanford","symposium/paradox","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Paradox Toxic","paradox-toxic","footbagmoves","symposium/paradox","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Railing Symposium Mirage","railing-symposium-mirage","footbagmoves","symposium/paradox","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Sailing Symposium Mirage","sailing-symposium-mirage","stanford","symposium/paradox","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Slaying ss Symposium Mirage","slaying-ss-symposium-mirage","stanford","symposium/paradox","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Snapping Symposium Mirage","snapping-symposium-mirage","stanford","symposium/paradox","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Splicing Paradox Mirage","splicing-paradox-mirage","stanford","symposium/paradox","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Symp. Butterfly Swirl","symp-butterfly-swirl","passback","symposium/paradox","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Symp. DDD","symp-ddd","passback","symposium/paradox","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Symp. DLO","symp-dlo","passback","symposium/paradox","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Symp. Eggbeating Mirage","symp-eggbeating-mirage","passback","symposium/paradox","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Symp. Marius","symp-marius","passback","symposium/paradox","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Symp. Tomahwak","symp-tomahwak","passback","symposium/paradox","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Symposium Baroque","symposium-baroque","stanford","symposium/paradox","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Symposium Bubba Barfly","symposium-bubba-barfly","stanford","symposium/paradox","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Symposium Bubba Beater","symposium-bubba-beater","stanford","symposium/paradox","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Symposium Bubba Mirage","symposium-bubba-mirage","stanford","symposium/paradox","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Symposium Double Legover","symposium-double-legover","footbagmoves","symposium/paradox","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Symposium Reverse Whirling XBD Rake","symposium-reverse-whirling-xbd-rake","stanford","symposium/paradox","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Symposium Whirling Flapper","symposium-whirling-flapper","footbagmoves","symposium/paradox","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Wonton ss Symposium Mirage","wonton-ss-symposium-mirage","stanford","symposium/paradox","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Zulu Paradox Drifter","zulu-paradox-drifter","stanford","symposium/paradox","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Zulu Paradox Mirage","zulu-paradox-mirage","stanford","symposium/paradox","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Zulu Paradox Whirl","zulu-paradox-whirl","stanford","symposium/paradox","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Zulu Symposium Mirage","zulu-symposium-mirage","stanford","symposium/paradox","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Arctic Whirl","arctic-whirl","stanford","whirl/osis/other","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Barfly Reverse Swirl","barfly-reverse-swirl","stanford","whirl/osis/other","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Barraging Barfly Swirl","barraging-barfly-swirl","footbagmoves","whirl/osis/other","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Barraging far DLO","barraging-far-dlo","passback","whirl/osis/other","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Blistering Whirl","blistering-whirl","fborg","whirl/osis/other","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Butterfly Dragon","butterfly-dragon","footbagmoves","whirl/osis/other","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Butterfly Reverse Swirl","butterfly-reverse-swirl","stanford","whirl/osis/other","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Butterfly XBD Rake","butterfly-xbd-rake","stanford","whirl/osis/other","junk-or-observational-only","ambiguous-terminal-mechanic","stable","Not yet interpretable: ambiguous-terminal-mechanic"
"Cardinal Swirl, Tripstein","cardinal-swirl-tripstein","passback","whirl/osis/other","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Clipper far Double Down","clipper-far-double-down","passback","whirl/osis/other","junk-or-observational-only","folk-name-opacity","policy-dependent","Folk-name opaque (no compositional structure)"
"Clipper far DSO","clipper-far-dso","passback","whirl/osis/other","junk-or-observational-only","folk-name-opacity","stable","Folk-name opaque (no compositional structure)"
"Clipper near Double Down","clipper-near-double-down","passback","whirl/osis/other","junk-or-observational-only","folk-name-opacity","policy-dependent","Folk-name opaque (no compositional structure)"
"Clipper set ss Double Over Down","clipper-set-ss-double-over-down","footbagmoves","whirl/osis/other","junk-or-observational-only","folk-name-opacity","policy-dependent","Folk-name opaque (no compositional structure)"
"Da Da Curve Swirl","da-da-curve-swirl","stanford","whirl/osis/other","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Da Da Curve XBD Rake","da-da-curve-xbd-rake","stanford","whirl/osis/other","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Double Blender","double-blender","fborg","whirl/osis/other","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Double Down","double-down","passback","whirl/osis/other","junk-or-observational-only","folk-name-opacity","policy-dependent","Folk-name opaque (no compositional structure)"
"Double Over Downing Osis","double-over-downing-osis","footbagmoves","whirl/osis/other","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Double Reverse Swirl","double-reverse-swirl","footbagmoves","whirl/osis/other","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
"Double Swirl","double-swirl","footbagmoves","whirl/osis/other","junk-or-observational-only","unknown-modifier-token","stable","Not yet interpretable: unknown-modifier-token"
